,Id,Texto,Sentimento,Timestamp,Usuario,Plataforma,Hashtags,Retweets,Curtidas,Pais,Ano,Mes,Dia,Hora
268,273,"Flutuando em nuvens de inspiração, um artista pintando o céu com pinceladas de criatividade, criando uma obra-prima de sonhos.",Inspirado,2021-12-08 14:30:00, SkyArtist ,Twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,India,2021,12,8,14
269,274,"Navegando no rio do contentamento, um cruzeiro sereno de barco pelas águas tranquilas da paz interior e da aceitação.",Contentamento,2019-04-27 09:50:00, RiverNavigator ,Instagram, #Contentment #TranquilWaters ,20.0,40.0,Canadá,2019,4,27,9
270,275,"Com a empatia como uma lanterna, vagando pelos becos escuros da tristeza, iluminando o caminho com compaixão e cuidado.",Empático,2023-09-03 21:40:00, LanternWanderer ,Facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,EUA,2023,9,3,21
271,276,"Um espírito livre voando nas asas dos sonhos, deixando rastros de independência no céu azul de possibilidades ilimitadas.",Free-spirited,2020-06-10 10:05:00, DreamSoarer ,Twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,Reino Unido,2020,6,10,10
272,277,"Banhado nos tons dourados da gratidão, um pôr do sol de apreciação lançando seu brilho quente nas paisagens do coração.",Grateful,2022-04-01 18:30:00, SunsetAdmirer ,Instagram, #Grateful #GoldenHues ,19.0,38.0,Austrália,2022,4,1,18
273,278,"Passos confiantes na dança da vida, um salão de baile onde a autoconfiança conduz, girando através dos desafios com graça.",Confiante,2021-01-15 13:00:00, DanceStrider ,Facebook, #Confident #DanceOfLife ,23.0,46.0,Canadá,2021,1,15,13
274,279,"Sussurros esperançosos do vento, trazendo as promessas de um amanhã melhor, uma sinfonia de otimismo no ar de possibilidades.",Esperançoso,2023-05-06 07:20:00, WindWhisperer ,Twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,India,2023,5,6,7
275,280,"Fazendo malabarismos divertidos com as responsabilidades, um artista de circo equilibrando os atos de trabalho e alegria, lançando risadas para o alto.",Brincalhão,2019-11-18 15:15:00, JugglingArtist ,Instagram, #Playful #JugglingResponsibilities ,25.0,50.0,EUA,2019,11,18,15
276,281,"Sussurrando histórias de inspiração para as estrelas, um contador de histórias criando constelações a partir dos fios da imaginação.",Inspirado,2020-08-29 20:45:00, StarStoryteller ,Facebook, #Inspired #TalesToTheStars ,14.0,28.0,Reino Unido,2020,8,29,20
277,282,"Traçando um rumo através das ondas da expectativa esperançosa, um marinheiro navegando em direção às costas dos sonhos ainda inexplorados.",Esperançoso,2022-10-30 11:40:00, WaveNavigator ,Twitter, #Hopeful #SailorOfDreams ,17.0,34.0,Austrália,2022,10,30,11
278,283,"Uma chuva compassiva, lágrimas de empatia caindo suavemente, nutrindo as sementes da bondade no jardim das conexões humanas.",Compassivo,2021-07-01 12:10:00, RainNurturer ,Instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canadá,2021,7,1,12
279,284,"Escalando com orgulho os picos das conquistas, um montanhista vencendo desafios e fincando a bandeira do sucesso.",Orgulhoso,2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,EUA,2020,1,5,8
280,285,"Abraçado pelo amanhecer esperançoso, um jardineiro semeando sementes de otimismo, cuidando do florescimento de um amanhã melhor.",Esperançoso,2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,Reino Unido,2022,7,17,6
281,286,"Uma escapadela divertida no carnaval da vida, risos em carrossel e sonhos de algodão doce girando na atmosfera alegre.",Brincalhão,2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Austrália,2018,8,22,17
282,287,"Flutuando em nuvens de inspiração, um artista pintando o céu com pinceladas de criatividade, criando uma obra-prima de sonhos.",Inspirado,2021-12-08 14:30:00, SkyArtist ,Twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,India,2021,12,8,14
283,288,"Navegando no rio do contentamento, um cruzeiro sereno de barco pelas águas tranquilas da paz interior e da aceitação.",Contentamento,2019-04-27 09:50:00, RiverNavigator ,Instagram, #Contentment #TranquilWaters ,20.0,40.0,Canadá,2019,4,27,9
284,289,"Com a empatia como uma lanterna, vagando pelos becos escuros da tristeza, iluminando o caminho com compaixão e cuidado.",Empático,2023-09-03 21:40:00, LanternWanderer ,Facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,EUA,2023,9,3,21
285,290,"Um espírito livre voando nas asas dos sonhos, deixando rastros de independência no céu azul de possibilidades ilimitadas.",Free-spirited,2020-06-10 10:05:00, DreamSoarer ,Twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,Reino Unido,2020,6,10,10
286,291,"Banhado nos tons dourados da gratidão, um pôr do sol de apreciação lançando seu brilho quente nas paisagens do coração.",Grateful,2022-04-01 18:30:00, SunsetAdmirer ,Instagram, #Grateful #GoldenHues ,19.0,38.0,Austrália,2022,4,1,18
287,292,"Passos confiantes na dança da vida, um salão de baile onde a autoconfiança conduz, girando através dos desafios com graça.",Confiante,2021-01-15 13:00:00, DanceStrider ,Facebook, #Confident #DanceOfLife ,23.0,46.0,Canadá,2021,1,15,13
288,293,"Sussurros esperançosos do vento, trazendo as promessas de um amanhã melhor, uma sinfonia de otimismo no ar de possibilidades.",Esperançoso,2023-05-06 07:20:00, WindWhisperer ,Twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,India,2023,5,6,7
289,294,"Fazendo malabarismos divertidos com as responsabilidades, um artista de circo equilibrando os atos de trabalho e alegria, lançando risadas para o alto.",Brincalhão,2019-11-18 15:15:00, JugglingArtist ,Instagram, #Playful #JugglingResponsibilities ,25.0,50.0,EUA,2019,11,18,15
290,295,"Sussurrando histórias de inspiração para as estrelas, um contador de histórias criando constelações a partir dos fios da imaginação.",Inspirado,2020-08-29 20:45:00, StarStoryteller ,Facebook, #Inspired #TalesToTheStars ,14.0,28.0,Reino Unido,2020,8,29,20
291,296,"Traçando um rumo através das ondas da expectativa esperançosa, um marinheiro navegando em direção às costas dos sonhos ainda inexplorados.",Esperançoso,2022-10-30 11:40:00, WaveNavigator ,Twitter, #Hopeful #SailorOfDreams ,17.0,34.0,Austrália,2022,10,30,11
292,297,"Uma chuva compassiva, lágrimas de empatia caindo suavemente, nutrindo as sementes da bondade no jardim das conexões humanas.",Compassivo,2021-07-01 12:10:00, RainNurturer ,Instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canadá,2021,7,1,12
293,298,"Escalando com orgulho os picos das conquistas, um montanhista vencendo desafios e fincando a bandeira do sucesso.",Orgulhoso,2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,EUA,2020,1,5,8
294,299,"Abraçado pelo amanhecer esperançoso, um jardineiro semeando sementes de otimismo, cuidando do florescimento de um amanhã melhor.",Esperançoso,2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,India,2022,7,17,6
295,300,"Uma escapadela divertida no carnaval da vida, risos em carrossel e sonhos de algodão doce girando na atmosfera alegre.",Brincalhão,2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Austrália,2018,8,22,17
296,301,"Afogando-se no abismo do desespero, um coração despedaçado, perdido no silêncio ecoante da desesperança.",Desespero,2021-09-15 16:00:00, ShatteredHeart ,Instagram, #Despair #EchoingSilence ,8.0,16.0,Canadá,2021,9,15,16
297,302,"A amargura purulenta como uma videira venenosa, envolvendo a alma numa teia de ressentimento, envenenando o jardim da paz.",Amargura,2019-03-08 14:20:00, VenomousSoul ,Facebook, #Bitterness #ResentmentWeb ,12.0,24.0,Reino Unido,2019,3,8,14
298,303,"Vagando pelo deserto da solidão, cada passo é um suspiro pesado, miragens de conexão brilhando, mas nunca se materializando.",Solidão,2017-07-20 11:45:00, DesertWanderer ,Twitter, #Loneliness #MiragesOfConnection ,15.0,30.0,EUA,2017,7,20,11
299,304,"Ansiando por um toque que não existe, ecos de um calor distante assombrando o coração no abraço frio da solidão.",Anseio,2020-11-02 19:30:00, ColdEmbrace ,Instagram, #Yearning #DistantWarmth ,10.0,20.0,Austrália,2020,11,2,19
300,305,"Olhos bem abertos na noite, sombras assustadoras dançando nas paredes, a mente prisioneira de horrores imaginados.",Medroso,2022-05-12 02:00:00, NightPrisoner ,Facebook, #Fearful #ImaginedHorrors ,18.0,36.0,India,2022,5,12,2
301,306,"Passos apreensivos na corda bamba da incerteza, um equilíbrio onde a queda parece inevitável, a ansiedade uma companheira constante.",Apreensivo,2023-04-08 13:15:00, TightropeWalker ,Twitter, #Apprehensive #BalancingAct ,14.0,28.0,Reino Unido,2023,4,8,13
302,307,"Oprimido pelo peso do mundo, Atlas com ombros trêmulos, cada responsabilidade é uma pedra na paisagem da exaustão.",Sobrecarregado,2021-06-25 17:50:00, AtlasBearer ,Instagram, #Overwhelmed #BouldersOfExhaustion ,22.0,44.0,Canadá,2021,6,25,17
303,308,"O ciúme, um monstro de olhos verdes, espreitando nas sombras, lançando uma nuvem escura sobre o sol do sucesso dos outros.",Cumento,2019-08-30 10:10:00, GreenMonster ,Facebook, #Jealous #GreenEyedMonster ,16.0,32.0,EUA,2019,8,30,10
304,309,"Devastado pela tempestade da traição, os destroços da confiança espalhados como escombros, um coração dilacerado pelos ventos das promessas quebradas.",Devastado,2022-08-03 15:30:00, StormSurvivor ,Twitter, #Devastated #WindsOfBrokenPromises ,25.0,50.0,Austrália,2022,8,3,15
305,310,"Dedos frustrados batendo no teclado, uma sinfonia de aborrecimento compondo um quebra-cabeça insolúvel de expectativas não atendidas.",Frustrado,2020-12-17 09:20:00, PuzzleComposer ,Instagram, #Frustrated #UnsolvablePuzzle ,12.0,24.0,India,2020,12,17,9
306,311,"Olhos invejosos fixaram-se no prêmio dourado, uma dor de cabeça alimentada pelo doloroso desejo por posses que parecem sempre fora de alcance.",Invejoso,2021-02-28 22:45:00, GildedHeartache ,Facebook, #Envious #GildedPrize ,20.0,40.0,EUA,2021,2,28,22
307,312,"Olhares desdenhosos, fortaleza construída com indiferença, muros impenetráveis ​​aos apelos de compreensão e reconhecimento.",Desdenhoso,2018-05-10 14:00:00, IndifferentFort ,Twitter, #Dismissive #ImpenetrableWalls ,14.0,28.0,Reino Unido,2018,5,10,14
308,313,"Sonhos desfeitos jazem no chão como fragmentos de vidro, um mosaico de decepção criado pelas mãos da frustração.",Frustrado,2022-01-07 11:10:00, DreamMosaic ,Instagram, #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canadá,2022,1,7,11
309,314,"Solidão, companheira silenciosa da noite, único eco na câmara da solidão, noturno solitário do coração.",Solidão,2019-09-19 03:30:00, NocturnalEcho ,Facebook, #Loneliness #SolitaryNocturne ,18.0,36.0,Austrália,2019,9,19,3
310,315,"Sussurros de medo no escuro, a mente assombrada pelo espectro do desconhecido, sombras dançando ao ritmo da melodia da ansiedade.",Medroso,2023-07-14 23:00:00, DarkWhispers ,Twitter, #Fearful #SpecterOfTheUnknown ,13.0,26.0,Reino Unido,2023,7,14,23
311,316,"Amargura, um gosto amargo na língua, cada palavra uma lembrança de feridas que se recusam a cicatrizar com o passar do tempo.",Amargura,2020-04-05 16:20:00, LingeringTaste ,Instagram, #Bitterness #BitterAftertaste ,10.0,20.0,India,2020,4,5,16
312,317,"Oprimido pela cacofonia de expectativas, uma alma afogada na tempestade de pressão, lutando para se manter à tona.",Sobrecarregado,2021-11-29 08:45:00, TempestSurvivor ,Facebook, #Overwhelmed #DrowningSoul ,20.0,40.0,EUA,2021,11,29,8
313,318,"O ciúme, um veneno que escorre pelas veias, envenenando o coração e transformando-o em terreno fértil para o descontentamento.",Cumento,2019-12-12 17:00:00, VenomousHeart ,Twitter, #Jealous #HeartOfDiscontent ,16.0,32.0,Austrália,2019,12,12,17
314,319,"Devastada pela revelação da traição, a confiança quebrou-se como vidro frágil, deixando fragmentos de dor no seu rasto.",Devastado,2022-05-20 14:50:00, FragileTrust ,Instagram, #Devastated #ShatteredTrust ,25.0,50.0,Canadá,2022,5,20,14
315,320,"Tentativas frustradas de consertar uma conexão quebrada, os fios da compreensão escorregando pelos dedos como grãos de areia.",Frustrado,2020-09-03 12:15:00, BrokenThreads ,Facebook, #Frustrated #SlippingThreads ,14.0,28.0,Reino Unido,2020,9,3,12
316,321,"Olhares invejosos lançados sobre o pódio do sucesso, uma pílula amarga engolida, o sabor persistente como uma lembrança constante de alturas não alcançadas.",Invejoso,2021-02-10 19:30:00, SuccessPill ,Twitter, #Envious #BitterPill ,20.0,40.0,EUA,2021,2,10,19
317,322,"Gestos de desprezo, uma cortina fechada para proteger a vulnerabilidade, um palco onde as emoções ficam em segundo plano em relação à atuação da indiferença.",Desdenhoso,2018-08-18 14:40:00, CurtainShield ,Instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Austrália,2018,8,18,14
318,323,"Desespero como uma névoa pesada, envolvendo cada pensamento, confundindo o caminho à frente, uma jornada no labirinto da total desesperança.",Desespero,2022-02-28 21:00:00, FoggyLabyrinth ,Facebook, #Despair #LabyrinthOfHopelessness ,8.0,16.0,Canadá,2022,2,28,21
319,324,"Amargura, um frio intenso no ar, congelando momentos em pingentes de ressentimento que pendem precariamente sobre a paisagem da memória.",Amargura,2019-10-15 10:30:00, IcyResentment ,Twitter, #Bitterness #IciclesOfResentment ,15.0,30.0,Reino Unido,2019,10,15,10
320,325,"Solidão, uma lua solitária num céu sem estrelas, lançando um brilho frio na paisagem de isolamento, onde os ecos saltam em espaços vazios.",Solidão,2017-12-01 18:50:00, SolitaryMoon ,Instagram, #Loneliness #StarlessSky ,18.0,36.0,EUA,2017,12,1,18
321,326,"Ansiando pelo calor de um sol desaparecido, uma dor de cabeça pintada nos tons de um pôr do sol que nunca enfeitou o horizonte.",Anseio,2020-04-18 16:15:00, VanishedSunset ,Facebook, #Yearning #HuesOfSunset ,10.0,20.0,Austrália,2020,4,18,16
322,327,"Olhos temerosos examinando as sombras, um prisioneiro da noite, aterrorizado pelos monstros à espreita nascidos dos cantos mais sombrios da mente.",Medroso,2023-01-07 03:30:00, NightPrisoner ,Twitter, #Fearful #LurkingMonsters ,18.0,36.0,India,2023,1,7,3
323,328,"Sussurros apreensivos ao vento, uma previsão de incerteza, o cata-vento da mente girando descontroladamente na tempestade da dúvida.",Apreensivo,2021-06-10 10:00:00, WindWhisperer ,Instagram, #Apprehensive #StormOfDoubt ,14.0,28.0,Canadá,2021,6,10,10
324,329,"Oprimido pelo labirinto de expectativas, um minotauro de pressão à espreita no labirinto, esperando para devorar o espírito de resiliência.",Sobrecarregado,2020-02-22 15:20:00, MazeExplorer ,Facebook, #Overwhelmed #MinotaurOfPressure ,22.0,44.0,EUA,2020,2,22,15
325,330,"Ciúme, uma ferida purulenta, a dor se intensificando a cada olhar para o jardim das conquistas dos outros, florescendo além da cerca.",Cumento,2018-03-17 14:45:00, WoundedGarden ,Twitter, #Jealous #BloomingAchievements ,16.0,32.0,Reino Unido,2018,3,17,14
326,331,"Devastado, um coração em ruínas, os ecos dos sonhos desfeitos reverberando nos aposentos, um réquiem pelo que antes era inteiro.",Devastado,2022-10-28 11:15:00, RuinedHeart ,Instagram, #Devastated #EchoesOfShatteredDreams ,25.0,50.0,Austrália,2022,10,28,11
327,332,"Tentativas frustradas de desembaraçar o nó da confusão, os fios da compreensão escorregando ainda mais para o labirinto da falta de comunicação.",Frustrado,2020-11-01 12:30:00, KnotUntangler ,Facebook, #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0,India,2020,11,1,12
328,333,"Olhos invejosos presos no baú de oportunidades, uma dor de cabeça alimentada pelo desejo por chaves que parecem eternamente ilusórias.",Invejoso,2021-01-15 22:10:00, ElusiveKeys ,Twitter, #Envious #DesireForKeys ,20.0,40.0,EUA,2021,1,15,22
329,334,"Gestos de desprezo, uma cortina fechada para proteger a vulnerabilidade, um palco onde as emoções ficam em segundo plano em relação à atuação da indiferença.",Desdenhoso,2018-08-18 14:00:00, IndifferentFort ,Instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Austrália,2018,8,18,14
330,335,"Sonhos desfeitos jazem no chão como fragmentos de vidro, um mosaico de decepção criado pelas mãos da frustração.",Frustrado,2022-01-07 11:10:00, DreamMosaic ,Twitter, #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canadá,2022,1,7,11
331,336,"Solidão, companheira silenciosa da noite, único eco na câmara da solidão, noturno solitário do coração.",Solidão,2019-09-19 03:30:00, NocturnalEcho ,Facebook, #Loneliness #SolitaryNocturne ,18.0,36.0,Austrália,2019,9,19,3
332,337,Impressionado com o nascer do sol deslumbrante sobre as montanhas.,Deslumbramento,2022-04-03 06:15:00, NatureAdmirer  ,Instagram, #Awe #BreathtakingSunrise                   ,28.0,55.0,EUA,2022,4,3,6
333,338,Navegando pelos desafios com determinação.,Determinação,2023-10-12 10:30:00, GoalPursuer    ,Twitter, #Determination #Challenges                  ,15.0,30.0,Canadá,2023,10,12,10
334,339,A nostalgia bate ao folhear um álbum de fotos antigo.,Nostalgia,2019-06-28 19:00:00, MemoryLane     ,Facebook, #Nostalgia #OldMemories                     ,22.0,45.0,Reino Unido,2019,6,28,19
335,340,Emocionado ao testemunhar a grandeza de um festival cultural.,Epolgação,2020-09-15 14:45:00, CultureEnthusiast ,Instagram, #Thrill #CulturalCelebration              ,40.0,80.0,India,2020,9,15,14
336,341,Calma encontrada no ritmo das gotas de chuva na vidraça.,Calma,2017-11-08 21:20:00, RainWatcher    ,Twitter, #Calmness #RainyDays                        ,18.0,35.0,Austrália,2017,11,8,21
337,342,Oprimido pelo apoio recebido durante um desafio pessoal.,Sobrecarregado,2021-05-20 17:30:00, PersonalJourney ,Facebook, #Overwhelmed #SupportiveCommunity          ,25.0,50.0,EUA,2021,5,20,17
338,343,A excitação aumenta à medida que começa a contagem regressiva para as tão esperadas férias.,Excitement,2023-01-10 12:00:00, VacationDreamer ,Instagram, #Excitement #VacationCountdown        ,30.0,60.0,France,2023,1,10,12
339,344,"Refletindo sobre a jornada da vida, grato pelas lições aprendidas.",Gratitude,2018-12-05 08:45:00, LifeLearner   ,Twitter, #Gratitude #LifeLessons                    ,35.0,70.0,Brasil,2018,12,5,8
340,345,Emoções agridoces surgem ao se despedir de um amigo querido.,Agridoce,2020-03-15 18:30:00, FarewellSender ,Instagram, #Bittersweet #Farewell                     ,20.0,40.0,Japan,2020,3,15,18
341,346,A curiosidade despertou ao explorar uma misteriosa ruína antiga.,Curiosidade,2016-08-22 15:10:00, HistoryExplorer ,Facebook, #Curiosity #AncientDiscovery          ,18.0,35.0,Greece,2016,8,22,15
342,347,Admiração pelos detalhes intrincados de uma obra-prima feita à mão.,Admiração,2019-08-20 16:00:00, CraftEnthusiast ,Instagram, #Admiration #HandcraftedArt               ,25.0,50.0,EUA,2019,8,20,16
343,348,Muito feliz pelo calor de uma lareira aconchegante em uma noite de inverno.,Radiante,2021-12-08 19:30:00, WinterLover     ,Twitter, #Overjoyed #WinterWarmth                  ,18.0,35.0,Canadá,2021,12,8,19
344,349,A inspiração surge ao observar as cores de um pôr do sol vibrante.,Inspiração,2020-06-10 20:45:00, SunsetWatcher   ,Instagram, #Inspiration #ColorfulSunset             ,30.0,60.0,Reino Unido,2020,6,10,20
345,350,Motivado para atingir metas de condicionamento físico após um treino revigorante.,Motivação,2022-02-28 07:15:00, FitnessJunkie   ,Facebook, #Motivation #FitnessGoals                 ,40.0,80.0,Austrália,2022,2,28,7
346,351,Gratidão pelas alegrias simples encontradas em uma xícara de café da manhã.,Gratitude,2017-04-15 08:00:00, CoffeeLover     ,Twitter, #Gratitude #MorningCoffee                 ,22.0,45.0,India,2017,4,15,8
347,352,Sentindo-se fortalecido depois de conquistar uma trilha desafiadora.,Empoderamento,2018-09-05 14:20:00, HikingExplorer  ,Instagram, #Empowerment #HikingAdventure             ,35.0,70.0,EUA,2018,9,5,14
348,353,Divertido com as travessuras dos gatinhos brincalhões durante as brincadeiras.,Divergência,2022-10-22 12:45:00, KittyObserver   ,Facebook, #Amusement #PlayfulKittens               ,15.0,30.0,Canadá,2022,10,22,12
349,354,Contemplando os mistérios da vida sob o céu noturno estrelado.,Contemplação,2016-07-02 23:30:00, Stargazer       ,Twitter, #Contemplation #StarryNight               ,28.0,55.0,Reino Unido,2016,7,2,23
350,355,Alegre reencontro com amigos há muito perdidos após anos de separação.,Reencontro Alegre,2020-11-18 17:10:00, FriendshipRenewal ,Instagram, #JoyfulReunion #Friendship               ,20.0,40.0,India,2020,11,18,17
351,356,A excitação aumenta enquanto se prepara para uma celebração surpresa.,Excitement,2023-03-05 15:00:00, CelebrationPlanner ,Facebook, #Excitement #SurpriseCelebration         ,30.0,60.0,Austrália,2023,3,5,15
352,357,Satisfação derivada da conclusão bem-sucedida de um projeto DIY.,Satisfação,2015-12-01 11:30:00, DIYEnthusiast   ,Twitter, #Satisfaction #DIYProject                 ,25.0,50.0,EUA,2015,12,1,11
353,358,Sentindo-se abençoado pela comunidade de apoio em momentos de necessidade.,Abençoado,2021-09-10 09:45:00, CommunityHelper ,Instagram, #Blessed #SupportiveCommunity            ,18.0,35.0,Reino Unido,2021,9,10,9
354,359,Cativado pela serenidade de um jardim tranquilo e em plena floração.,Serenidade,2018-05-12 14:20:00, GardenEnthusiast ,Facebook, #Serenity #TranquilGarden                ,22.0,45.0,Canadá,2018,5,12,14
355,360,Antecipação para uma próxima aventura em um destino exótico.,Antecipação,2022-07-25 10:00:00, Wanderlust      ,Twitter, #Anticipation #AdventureAwaits           ,40.0,80.0,India,2022,7,25,10
356,361,Refletindo sobre o crescimento pessoal alcançado através de experiências de vida.,Reflexão,2019-03-08 18:30:00, GrowthSeeker    ,Instagram, #Reflection #PersonalGrowth              ,35.0,70.0,EUA,2019,3,8,18
357,362,Memórias nostálgicas surgem enquanto revisitamos os favoritos da infância.,Nostalgia,2017-01-28 21:15:00, ChildhoodMemories ,Facebook, #Nostalgia #ChildhoodFavorites           ,20.0,40.0,Austrália,2017,1,28,21
358,363,Apreciação pela cultura vibrante vivenciada durante a viagem.,Apreciação,2016-11-14 13:45:00, CultureExplorer ,Twitter, #Appreciation #CulturalExperience        ,28.0,55.0,Reino Unido,2016,11,14,13
359,364,A confiança aumenta depois de superar a ansiedade de falar em público.,Confiança,2020-04-02 17:30:00, PublicSpeaker   ,Instagram, #Confidence #OvercomingAnxiety          ,15.0,30.0,EUA,2020,4,2,17
360,365,Contentamento em meio a uma reunião familiar repleta de risadas.,Contentamento,2023-01-15 19:00:00, FamilyCelebration ,Facebook, #Contentment #FamilyLaughter             ,25.0,50.0,Canadá,2023,1,15,19
361,366,Entusiasmo em aprender novas habilidades e expandir conhecimentos.,Entusiasmo,2018-08-07 12:15:00, LifelongLearner ,Twitter, #Enthusiasm #SkillBuilding               ,30.0,60.0,India,2018,8,7,12
362,367,Surpreenda e delicie-se ao descobrir uma joia escondida na cidade.,Surpresa,2019-10-18 16:45:00, CityExplorer    ,Instagram, #Surprise #HiddenGem                      ,18.0,35.0,Reino Unido,2019,10,18,16
363,368,Uma sensação de realização após concluir um treino desafiador.,Conquista,2022-06-30 07:00:00, FitnessAchiever ,Facebook, #Accomplishment #FitnessSuccess         ,22.0,45.0,Austrália,2022,6,30,7
364,369,Maravilha-se com a beleza de um arco-íris duplo depois da chuva.,Deslumbramento,2017-06-12 18:20:00, RainbowChaser   ,Twitter, #Wonderment #DoubleRainbow               ,35.0,70.0,EUA,2017,6,12,18
365,370,Otimismo para um futuro brilhante em tempos desafiadores.,Otimismo,2021-07-05 09:30:00, FutureOptimist  ,Instagram, #Optimism #BrightFuture                  ,20.0,40.0,Canadá,2021,7,5,9
366,371,Orgulho em alcançar um marco pessoal na progressão na carreira.,Orgulho,2016-04-15 14:50:00, CareerAchiever  ,Facebook, #Pride #CareerMilestone                  ,28.0,55.0,Reino Unido,2016,4,15,14
367,372,A felicidade floresce como flores em um jardim em um dia ensolarado.,Felicidade,2020-02-10 11:15:00, SunnyDayEnthusiast ,Twitter, #Happiness #SunnyDay                      ,15.0,30.0,India,2020,2,10,11
368,373,Exaltação ao descobrir um livro raro em uma livraria pitoresca.,Euforia,2018-09-22 16:30:00, Bookworm        ,Instagram, #Elation #RareBookDiscovery              ,40.0,80.0,EUA,2018,9,22,16
369,374,Curiosidade despertada pelos mistérios de um antigo sítio arqueológico.,Curiosidade,2015-11-08 10:00:00, ArchaeologyEnthusiast ,Facebook, #Curiosity #AncientMysteries            ,18.0,35.0,Austrália,2015,11,8,10
370,375,Hipnotizado pela dança cósmica dos vaga-lumes em uma noite de luar.,Encantamento,2022-08-10 22:00:00, NightSkyObserver ,Instagram, #Enchantment #CosmicFireflies             ,25.0,50.0,Brasil,2022,8,10,22
371,376,Intrigado pela sinfonia de cores em uma exposição de arte abstrata.,Intriga,2019-04-05 17:30:00, ArtConnoisseur  ,Twitter, #Intrigue #AbstractArt                   ,18.0,35.0,France,2019,4,5,17
372,377,Risadas e alegria ecoam no ar durante uma brincadeira infantil.,Alegria Brincalhona,2020-12-15 15:45:00, PlayfulParent   ,Facebook, #PlayfulJoy #ChildrensPlaydate           ,22.0,45.0,Japan,2020,12,15,15
373,378,Envolvido em serenidade enquanto pratica a atenção plena à beira do lago.,Atenção Plena,2017-10-20 08:15:00, ZenSeeker       ,Instagram, #Mindfulness #LakeTranquility            ,35.0,70.0,Canadá,2017,10,20,8
374,379,Perseguindo sonhos como uma pipa voando alto no vasto céu aberto.,Perseguidor de Sonhos,2021-02-28 13:00:00, SkyDreamer      ,Twitter, #DreamChaser #SkyHighDreams              ,30.0,60.0,Austrália,2021,2,28,13
375,380,Encantado pela elegância de uma dança de salão sob lustres de cristal.,Elegância,2018-06-12 20:30:00, DanceEnthusiast ,Facebook, #Elegance #BallroomDance                ,28.0,55.0,Reino Unido,2018,6,12,20
376,381,Delícia extravagante em um mundo de contos de fadas e criaturas mágicas.,Capricho,2016-03-08 14:20:00, FairyTaleExplorer ,Instagram, #Whimsy #MagicalWorld                    ,20.0,40.0,EUA,2016,3,8,14
377,382,Contemplação pensativa em meio às antigas ruínas de uma civilização esquecida.,Pensativo,2023-04-18 17:10:00, RuinsExplorer   ,Twitter, #Pensive #AncientCivilization           ,18.0,35.0,Greece,2023,4,18,17
378,383,Abraçando a emoção da velocidade nas reviravoltas emocionantes de uma montanha-russa.,Epolgação,2020-07-25 12:45:00, RollercoasterFan ,Facebook, #Thrill #RollercoasterAdventure        ,22.0,45.0,Germany,2020,7,25,12
379,384,A harmonia ressoa enquanto os músicos tocam uma melodia de unidade e união.,Harmonia,2019-11-30 19:30:00, MusicHarmonist  ,Instagram, #Harmony #MusicalUnity                   ,35.0,70.0,Sweden,2019,11,30,19
380,385,Uma explosão de criatividade na solidão tranquila do estúdio de um artista.,Criatividade,2015-09-01 16:00:00, StudioArtist    ,Twitter, #Creativity #ArtistsHaven               ,15.0,30.0,Italy,2015,9,1,16
381,386,Alegria radiante semelhante às flores desabrochando em uma manhã ensolarada de primavera.,Resplendor,2022-05-05 10:15:00, SpringEnthusiast ,Facebook, #Radiance #SpringBlooms                 ,25.0,50.0,Netherlands,2022,5,5,10
382,387,Uma sensação de admiração diante da vastidão do cosmos em uma noite de observação de estrelas.,Maravilha,2018-07-08 23:00:00, CosmosExplorer  ,Instagram, #Wonder #StargazingAdventure            ,40.0,80.0,South Africa,2018,7,8,23
383,388,Rejuvenescido pela brisa salgada e pelo som das ondas à beira-mar.,Rejuvenescimento,2021-09-20 14:30:00, SeaBreezeLover ,Twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,Spain,2021,9,20,14
